date,year,mo,da,pickup_date,temp,dewp,slp,visib,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
2012-11-18,2012,11,18,2012-11-18,43.2,31.0,1037.2,9.8,14.0,21.0,48.9,34.0,0.0,999.9,0,466313
2012-02-07,2012,02,07,2012-02-07,43.7,25.4,1017.0,10.0,14.0,17.1,48.9,39.0,0.0,999.9,0,485974
2012-12-31,2012,12,31,2012-12-31,31.5,17.2,1019.6,10.0,22.9,35.9,37.4,26.1,0.0,999.9,0,453958
2012-12-08,2012,12,08,2012-12-08,47.3,46.0,1013.7,3.7,15.9,22.0,55.4,42.8,0.32,999.9,1,548773
2012-01-26,2012,01,26,2012-01-26,36.5,28.5,1021.9,8.7,8.0,14.0,39.9,33.1,0.02,999.9,0,534698
2012-01-03,2012,01,03,2012-01-03,28.5,12.4,1011.7,10.0,15.0,24.1,39.9,21.9,0.0,999.9,0,438459
2012-01-05,2012,01,05,2012-01-05,31.6,15.4,1013.2,10.0,13.0,18.1,39.9,27.0,0.0,999.9,0,488687
2012-04-02,2012,04,02,2012-04-02,48.0,32.9,1006.4,8.7,11.1,22.0,55.9,37.9,0.55,999.9,0,480469
2012-02-27,2012,02,27,2012-02-27,43.2,24.8,1027.2,10.0,9.9,999.9,55.9,27.0,0.0,999.9,0,444577
2012-02-22,2012,02,22,2012-02-22,48.4,33.8,1006.1,9.8,12.0,18.1,55.9,41.0,0.0,999.9,0,498686
2012-04-27,2012,04,27,2012-04-27,50.4,37.6,1010.3,7.8,21.0,26.0,55.9,45.0,0.07,999.9,0,563439
2012-11-08,2012,11,08,2012-11-08,41.2,35.1,1006.4,5.1,41.0,59.1,55.9,30.2,2.45,999.9,0,486267
2012-12-21,2012,12,21,2012-12-21,47.3,42.9,996.6,7.1,32.1,42.9,55.9,39.0,0.56,999.9,0,538664
2012-10-08,2012,10,08,2012-10-08,49.9,42.9,1022.9,9.0,15.9,23.9,55.9,44.1,0.2,999.9,0,404474
2012-04-23,2012,04,23,2012-04-23,50.0,47.3,990.8,5.5,22.9,28.0,55.9,48.0,2.67,999.9,0,491285
2012-03-03,2012,03,03,2012-03-03,46.9,39.1,1002.9,6.2,20.0,21.0,55.9,39.2,0.23,999.9,1,557669
2012-01-31,2012,01,31,2012-01-31,44.7,28.9,1020.9,9.4,11.1,15.0,55.9,32.0,0.0,999.9,0,476997
2012-12-10,2012,12,10,2012-12-10,50.3,49.5,1011.1,2.8,19.0,26.0,57.9,43.0,0.35,999.9,1,450641
2012-05-03,2012,05,03,2012-05-03,53.4,51.3,1020.5,5.5,7.0,999.9,57.9,46.0,0.55,999.9,0,541753
2012-12-05,2012,12,05,2012-12-05,52.6,41.5,1016.3,9.1,19.0,28.0,57.9,39.9,0.01,999.9,0,513344
2012-08-22,2012,08,22,2012-08-22,73.8,60.3,1019.6,9.8,8.0,999.9,80.1,61.0,0.0,999.9,0,470301
2012-09-02,2012,09,02,2012-09-02,75.4,65.9,1017.7,9.8,11.1,999.9,80.1,62.1,0.0,999.9,0,388703
2012-09-05,2012,09,05,2012-09-05,75.2,71.5,1009.7,6.7,16.9,22.9,80.1,71.1,0.13,999.9,0,501150
2012-09-13,2012,09,13,2012-09-13,70.4,54.8,1027.4,10.0,9.9,999.9,80.1,62.1,0.0,999.9,0,526472
2012-07-31,2012,07,31,2012-07-31,73.4,64.3,1016.7,10.0,14.0,999.9,80.1,60.1,0.0,999.9,0,467334
2012-05-13,2012,05,13,2012-05-13,70.9,48.1,1020.7,10.0,12.0,999.9,80.1,52.0,0.0,999.9,0,465843
2012-09-14,2012,09,14,2012-09-14,70.5,57.7,1023.4,9.7,9.9,999.9,80.1,55.4,0.0,999.9,0,541363
2012-09-12,2012,09,12,2012-09-12,68.5,49.7,1026.5,10.0,9.9,999.9,80.1,55.0,0.0,999.9,0,505646
2012-09-28,2012,09,28,2012-09-28,65.2,61.8,1019.8,5.9,15.9,22.9,69.1,51.8,0.25,999.9,1,518681
2012-04-20,2012,04,20,2012-04-20,60.9,46.1,1016.2,10.0,11.1,17.1,69.1,46.9,0.04,999.9,0,560298
2012-10-14,2012,10,14,2012-10-14,58.7,45.9,1021.9,10.0,20.0,26.0,69.1,44.6,0.0,999.9,0,462850
2012-10-20,2012,10,20,2012-10-20,62.7,58.6,1006.5,5.0,18.1,22.0,69.1,57.9,0.13,999.9,1,535041
2012-05-09,2012,05,09,2012-05-09,62.9,61.0,1007.7,4.6,16.9,999.9,69.1,53.1,0.23,999.9,0,533649
2012-04-19,2012,04,19,2012-04-19,56.0,44.5,1018.9,8.7,9.9,999.9,69.1,46.0,0.05,999.9,0,541848
2012-05-28,2012,05,28,2012-05-28,76.8,68.0,1014.5,9.2,7.0,999.9,89.1,61.0,0.01,999.9,1,342774
2012-05-29,2012,05,29,2012-05-29,81.1,69.5,1009.7,9.5,8.9,999.9,89.1,75.0,0.0,999.9,1,471925
2012-08-03,2012,08,03,2012-08-03,77.9,70.8,1015.3,6.0,13.0,18.1,89.1,69.1,0.0,999.9,1,522304
2012-10-31,2012,10,31,2012-10-31,49.7,43.2,999.6,8.6,14.0,17.1,60.8,45.0,0.06,999.9,0,289239
2012-06-09,2012,06,09,2012-06-09,71.7,53.9,1012.1,10.0,11.1,999.9,78.1,59.0,0.0,999.9,0,523509
2012-08-01,2012,08,01,2012-08-01,72.2,68.4,1012.4,7.8,9.9,999.9,78.1,66.9,0.55,999.9,1,473879
2012-05-19,2012,05,19,2012-05-19,64.2,43.2,1020.9,10.0,15.9,999.9,78.1,46.9,0.0,999.9,0,527801
2012-08-18,2012,08,18,2012-08-18,69.8,63.7,1011.3,8.4,9.9,999.9,78.1,62.6,0.01,999.9,0,463511
2012-10-05,2012,10,05,2012-10-05,67.8,59.7,1016.7,8.4,9.9,999.9,78.1,60.8,0.0,999.9,0,536824
2012-05-16,2012,05,16,2012-05-16,66.4,63.2,1012.1,3.5,8.9,999.9,78.1,57.9,0.62,999.9,1,526910
2012-04-17,2012,04,17,2012-04-17,73.3,44.1,1016.5,10.0,9.9,18.1,78.1,68.0,0.0,999.9,0,497401
2012-08-20,2012,08,20,2012-08-20,71.4,56.7,1012.5,10.0,9.9,999.9,78.1,64.0,0.0,999.9,0,412445
2012-06-15,2012,06,15,2012-06-15,68.6,54.3,1024.8,9.8,16.9,999.9,78.1,53.1,0.0,999.9,0,537602
2012-05-30,2012,05,30,2012-05-30,71.6,65.4,1007.5,9.3,11.1,999.9,78.1,61.0,0.22,999.9,1,496986
2012-06-06,2012,06,06,2012-06-06,62.2,51.4,1014.4,9.8,8.0,999.9,71.1,52.0,0.01,999.9,0,523262
2012-04-14,2012,04,14,2012-04-14,60.1,28.9,1020.4,10.0,13.0,999.9,71.1,46.9,0.0,999.9,0,564375
2012-06-17,2012,06,17,2012-06-17,64.8,55.6,1022.7,9.8,13.0,999.9,71.1,55.9,0.0,999.9,0,436561
2012-09-10,2012,09,10,2012-09-10,65.4,49.1,1014.3,10.0,20.0,26.0,71.1,55.4,0.16,999.9,0,468765
2012-05-18,2012,05,18,2012-05-18,62.1,42.1,1021.8,10.0,11.1,999.9,71.1,44.1,0.0,999.9,0,551151
2012-10-15,2012,10,15,2012-10-15,65.3,57.8,1009.5,9.4,20.0,26.0,71.1,61.0,0.0,999.9,0,454171
2012-07-13,2012,07,13,2012-07-13,78.9,60.7,1021.8,9.9,7.0,999.9,87.1,63.0,0.0,999.9,0,528210
2012-07-15,2012,07,15,2012-07-15,79.7,68.6,1018.3,9.1,13.0,999.9,87.1,70.0,0.0,999.9,0,446608
2012-07-26,2012,07,26,2012-07-26,78.0,62.4,1007.0,8.9,13.0,29.9,87.1,66.9,0.0,999.9,1,514587
2012-08-02,2012,08,02,2012-08-02,75.0,68.4,1011.3,6.2,11.1,999.9,87.1,66.2,0.11,999.9,1,511701
2012-08-24,2012,08,24,2012-08-24,77.3,60.9,1020.7,9.3,7.0,999.9,87.1,66.0,0.0,999.9,0,487594
2012-07-27,2012,07,27,2012-07-27,76.6,69.3,1007.0,9.1,14.0,999.9,87.1,70.0,0.6,999.9,0,514026
2012-08-11,2012,08,11,2012-08-11,77.7,71.5,1010.2,7.8,16.9,28.0,87.1,71.1,1.1,999.9,0,463899
2012-11-20,2012,11,20,2012-11-20,44.4,32.8,1022.1,10.0,14.0,19.0,51.8,39.9,0.0,999.9,0,471370
2012-11-03,2012,11,03,2012-11-03,44.7,30.1,1009.4,10.0,15.0,25.1,51.8,42.1,0.01,999.9,0,439274
2012-11-04,2012,11,04,2012-11-04,43.2,29.6,1014.1,10.0,15.0,22.0,51.8,39.0,0.0,999.9,0,434019
2012-11-15,2012,11,15,2012-11-15,40.4,25.0,1029.7,10.0,21.0,27.0,48.2,36.0,0.0,999.9,0,515282
2012-11-05,2012,11,05,2012-11-05,42.3,27.3,1016.3,10.0,19.0,23.9,48.2,37.9,0.0,999.9,0,420930
2012-11-16,2012,11,16,2012-11-16,41.9,29.5,1026.4,9.7,15.0,999.9,48.2,37.9,0.0,999.9,0,537113
2012-12-07,2012,12,07,2012-12-07,38.8,30.9,1022.7,7.9,12.0,999.9,48.2,26.6,0.0,999.9,0,530731
2012-11-07,2012,11,07,2012-11-07,37.1,27.1,1014.6,7.3,42.0,55.9,48.2,30.9,0.0,999.9,1,443551
2012-10-29,2012,10,29,2012-10-29,56.9,53.1,994.0,6.1,35.9,52.1,64.4,54.0,0.03,999.9,0,113808
2012-10-30,2012,10,30,2012-10-30,53.9,48.9,989.0,8.1,22.0,46.0,64.4,50.0,1.97,999.9,0,181706
2012-10-26,2012,10,26,2012-10-26,60.8,53.4,1022.6,10.0,7.0,999.9,64.9,39.2,0.0,999.9,0,499439
2012-10-10,2012,10,10,2012-10-10,58.2,53.8,1013.5,7.5,15.9,22.9,64.9,53.1,0.03,999.9,0,500107
2012-05-10,2012,05,10,2012-05-10,59.1,49.1,1001.9,7.3,22.0,24.1,64.9,53.6,0.33,999.9,0,540397
2012-05-15,2012,05,15,2012-05-15,62.8,59.9,1018.6,6.5,12.0,15.0,64.9,54.0,0.01,999.9,1,506311
2012-06-04,2012,06,04,2012-06-04,59.9,52.2,1004.4,9.4,19.0,999.9,64.9,51.1,0.01,999.9,0,477167
2012-10-18,2012,10,18,2012-10-18,56.8,46.7,1016.1,9.7,9.9,15.9,64.9,42.8,0.0,999.9,0,517804
2012-11-12,2012,11,12,2012-11-12,56.7,50.2,1029.8,7.4,9.9,17.1,64.9,48.0,0.0,999.9,1,427400
2012-05-08,2012,05,08,2012-05-08,58.5,49.8,1015.4,9.7,15.9,20.0,64.9,50.0,0.01,999.9,0,515755
2012-10-27,2012,10,27,2012-10-27,61.9,53.9,1017.0,9.6,12.0,16.9,64.9,42.8,0.0,999.9,0,536484
2012-08-16,2012,08,16,2012-08-16,74.0,64.3,1011.9,6.7,13.0,15.0,84.9,66.0,0.15,999.9,1,497924
2012-04-16,2012,04,16,2012-04-16,73.6,55.5,1015.1,9.3,9.9,15.9,84.9,53.1,0.0,999.9,0,465719
2012-07-25,2012,07,25,2012-07-25,76.5,53.5,1009.7,10.0,19.0,999.9,84.9,66.9,0.0,999.9,0,499743
2012-08-12,2012,08,12,2012-08-12,77.8,65.4,1012.5,8.7,22.0,29.9,84.9,69.8,0.62,999.9,0,403362
2012-05-25,2012,05,25,2012-05-25,64.7,62.8,1022.1,3.5,11.1,999.9,73.4,52.0,0.92,999.9,1,497131
2012-10-04,2012,10,04,2012-10-04,68.6,66.2,1019.0,2.9,13.0,999.9,73.4,62.6,0.01,999.9,1,526930
2012-09-27,2012,09,27,2012-09-27,69.0,60.4,1019.4,8.7,16.9,20.0,73.9,55.4,0.01,999.9,0,492045
2012-05-23,2012,05,23,2012-05-23,67.9,63.4,1013.0,7.6,8.0,999.9,73.9,57.0,0.04,999.9,1,516313
2012-06-02,2012,06,02,2012-06-02,67.0,58.6,1006.7,7.6,21.0,999.9,73.9,53.1,0.64,999.9,0,513101
2012-07-20,2012,07,20,2012-07-20,67.2,62.8,1014.9,7.4,13.0,21.0,73.9,61.0,0.17,999.9,0,514343
2012-07-05,2012,07,05,2012-07-05,86.7,64.3,1007.4,9.4,15.0,999.9,93.9,70.0,99.99,999.9,0,420664
2012-07-17,2012,07,17,2012-07-17,84.6,63.3,1009.3,9.4,9.9,18.1,93.9,70.0,0.0,999.9,0,502991
2012-12-26,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,19.0,29.9,39.2,28.0,0.13,999.9,1,347026
2012-10-09,2012,10,09,2012-10-09,53.8,48.5,1022.3,8.5,18.1,26.0,57.2,50.0,0.46,999.9,0,479261
2012-11-01,2012,11,01,2012-11-01,47.7,37.4,1001.8,10.0,19.0,23.9,57.2,43.0,0.04,999.9,0,335121
2012-03-28,2012,03,28,2012-03-28,52.2,25.7,1012.3,9.8,15.0,22.9,66.9,36.0,0.0,999.9,0,511830
2012-03-21,2012,03,21,2012-03-21,60.6,56.8,1026.4,6.6,8.0,999.9,66.9,57.0,0.0,999.9,1,507290
2012-05-21,2012,05,21,2012-05-21,60.4,55.8,1021.8,5.6,13.0,19.0,66.9,52.0,0.0,999.9,1,483365
2012-04-04,2012,04,04,2012-04-04,59.8,19.4,1004.3,10.0,13.0,22.0,66.9,45.0,0.0,999.9,0,530029
2012-08-07,2012,08,07,2012-08-07,75.2,58.1,1015.7,10.0,9.9,999.9,82.9,63.0,0.01,999.9,0,467911
2012-08-26,2012,08,26,2012-08-26,73.9,62.4,1025.2,10.0,8.9,15.0,82.9,60.8,0.0,999.9,0,402829
2012-06-03,2012,06,03,2012-06-03,64.9,50.0,1006.5,9.8,18.1,22.0,75.9,55.9,0.39,999.9,1,452251
2012-09-09,2012,09,09,2012-09-09,68.4,57.3,1009.6,9.5,16.9,21.0,75.9,60.8,0.04,999.9,0,485531
2012-09-26,2012,09,26,2012-09-26,67.7,56.8,1018.7,10.0,14.0,999.9,75.9,62.6,0.0,999.9,0,440115
2012-09-22,2012,09,22,2012-09-22,66.3,60.6,1012.6,8.1,15.0,20.0,75.9,60.1,0.01,999.9,0,544721
2012-06-19,2012,06,19,2012-06-19,67.5,59.4,1020.4,9.9,8.9,999.9,75.9,52.0,0.0,999.9,1,496826
2012-07-19,2012,07,19,2012-07-19,73.3,67.2,1013.2,7.5,15.0,18.1,75.9,68.0,1.76,999.9,0,510436
2012-03-22,2012,03,22,2012-03-22,62.9,56.8,1021.9,5.4,14.0,15.9,75.9,48.0,0.0,999.9,1,530119
2012-06-25,2012,06,25,2012-06-25,68.8,63.8,1008.6,7.9,12.0,17.1,75.9,63.0,0.08,999.9,0,456040
2012-06-14,2012,06,14,2012-06-14,68.1,59.6,1021.0,9.8,15.0,18.1,75.9,57.0,0.02,999.9,0,528608
2012-04-15,2012,04,15,2012-04-15,67.7,47.8,1015.8,9.9,12.0,19.0,75.9,48.9,0.0,999.9,0,474317
2012-02-05,2012,02,05,2012-02-05,36.0,19.2,1020.1,10.0,11.1,15.0,42.1,30.9,0.0,999.9,0,477174
2012-03-10,2012,03,10,2012-03-10,36.1,12.0,1031.8,10.0,16.9,28.0,42.1,28.9,99.99,999.9,0,584033
2012-12-23,2012,12,23,2012-12-23,37.8,20.5,1011.5,10.0,21.0,32.1,42.1,33.1,0.01,999.9,0,368789
2012-12-24,2012,12,24,2012-12-24,37.0,19.8,1016.1,10.0,12.0,22.0,42.1,28.9,0.0,999.9,0,344594
2012-03-01,2012,03,01,2012-03-01,39.2,37.7,1006.9,6.4,18.1,999.9,44.1,37.4,0.47,999.9,0,526559
2012-02-19,2012,02,19,2012-02-19,39.1,25.0,1016.9,9.8,15.0,19.0,44.1,35.1,0.02,999.9,0,476508
2012-02-03,2012,02,03,2012-02-03,36.7,18.3,1027.1,10.0,16.9,19.0,44.1,30.0,0.0,999.9,0,562768
2012-02-29,2012,02,29,2012-02-29,40.1,27.7,1024.2,7.6,11.1,18.1,44.1,30.9,0.0,999.9,0,532150
2012-03-05,2012,03,05,2012-03-05,36.7,15.6,1012.9,9.9,16.9,21.0,44.1,32.0,0.0,999.9,0,482835
2012-03-06,2012,03,06,2012-03-06,32.5,9.1,1032.7,10.0,16.9,19.0,44.1,25.0,0.0,999.9,0,515123
2012-04-07,2012,04,07,2012-04-07,49.9,17.6,1016.5,10.0,15.9,24.1,60.1,34.0,0.0,999.9,0,490369
2012-04-30,2012,04,30,2012-04-30,52.0,23.0,1025.2,10.0,8.9,999.9,60.1,42.1,0.0,999.9,0,480828
2012-04-28,2012,04,28,2012-04-28,47.0,25.2,1021.3,10.0,19.0,999.9,60.1,37.9,0.04,999.9,0,565317
2012-10-17,2012,10,17,2012-10-17,51.9,38.0,1014.3,10.0,11.1,999.9,60.1,44.1,0.0,999.9,0,504137
2012-12-03,2012,12,03,2012-12-03,53.5,45.3,1021.4,7.0,15.0,999.9,60.1,39.2,0.04,999.9,0,453814
2012-01-07,2012,01,07,2012-01-07,52.9,31.0,1008.1,10.0,11.1,19.0,62.1,43.0,0.0,999.9,0,524583
2012-04-09,2012,04,09,2012-04-09,56.5,22.0,1004.7,10.0,22.0,35.9,62.1,45.0,0.0,999.9,0,452039
2012-04-25,2012,04,25,2012-04-25,52.9,32.2,1007.9,10.0,13.0,17.1,62.1,43.0,0.0,999.9,0,530067
2012-02-01,2012,02,01,2012-02-01,55.1,35.7,1014.3,9.9,14.0,21.0,62.1,42.1,0.0,999.9,0,497863
2012-12-04,2012,12,04,2012-12-04,51.9,47.1,1022.8,5.6,9.9,999.9,62.1,37.4,0.04,999.9,1,485435
2012-12-29,2012,12,29,2012-12-29,32.5,26.2,1013.1,7.8,21.0,28.0,44.6,24.8,0.0,999.9,1,442861
2012-12-20,2012,12,20,2012-12-20,39.8,29.0,1020.3,10.0,22.9,29.9,44.6,35.1,0.02,999.9,0,531204
2012-11-28,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,21.0,28.0,44.6,34.0,0.59,999.9,0,495403
2012-11-27,2012,11,27,2012-11-27,38.7,27.2,1024.2,7.0,9.9,999.9,44.6,33.8,0.0,999.9,0,477516
2012-12-30,2012,12,30,2012-12-30,32.4,21.1,1011.1,8.8,39.0,49.9,44.6,28.9,1.9,999.9,0,426739
2012-11-13,2012,11,13,2012-11-13,52.4,47.5,1024.6,8.8,25.1,29.9,62.6,44.1,0.06,999.9,0,488583
2012-10-12,2012,10,12,2012-10-12,51.2,35.9,1021.1,10.0,19.0,25.1,62.6,48.0,0.0,999.9,0,556519
2012-10-11,2012,10,11,2012-10-11,53.4,35.3,1018.9,10.0,20.0,28.9,62.6,46.9,0.02,999.9,0,521018
2012-01-21,2012,01,21,2012-01-21,25.9,17.0,1021.3,5.7,16.9,21.0,33.1,23.0,0.11,999.9,1,522087
2012-01-14,2012,01,14,2012-01-14,29.6,15.4,1012.1,10.0,25.1,26.0,35.1,28.0,0.09,999.9,0,545057
2012-01-22,2012,01,22,2012-01-22,24.4,16.7,1030.2,10.0,18.1,999.9,35.1,18.0,0.28,1.2,0,468849
2012-01-16,2012,01,16,2012-01-16,22.9,6.1,1033.3,10.0,15.0,17.1,35.1,15.1,0.0,999.9,0,418762
2012-01-23,2012,01,23,2012-01-23,38.5,35.6,1025.9,5.3,15.0,20.0,51.1,33.1,0.0,3.1,1,444752
2012-03-27,2012,03,27,2012-03-27,38.9,1.4,1022.3,10.0,8.9,28.0,51.1,30.0,0.0,999.9,0,498887
2012-01-02,2012,01,02,2012-01-02,42.1,25.6,1006.7,9.8,18.1,22.9,51.1,36.0,0.05,999.9,0,341383
2012-04-11,2012,04,11,2012-04-11,47.6,30.1,1009.5,10.0,13.0,14.0,51.1,36.0,0.0,999.9,0,524150
2012-01-01,2012,01,01,2012-01-01,46.6,38.2,1015.2,10.0,13.0,17.1,51.1,35.6,0.01,999.9,0,212782
2012-02-06,2012,02,06,2012-02-06,39.5,21.1,1019.1,10.0,18.1,999.9,51.1,28.0,0.0,999.9,0,466666
2012-01-13,2012,01,13,2012-01-13,38.8,32.0,998.9,6.9,35.0,999.9,51.1,28.9,0.59,999.9,0,557470
2012-11-17,2012,11,17,2012-11-17,43.6,27.9,1034.8,10.0,16.9,22.0,51.1,39.0,0.0,999.9,0,547382
2012-02-28,2012,02,28,2012-02-28,45.5,23.3,1025.8,10.0,20.0,26.0,53.1,39.9,0.0,999.9,0,495127
2012-11-24,2012,11,24,2012-11-24,44.1,27.7,1006.8,9.5,20.0,30.9,53.1,37.9,0.01,999.9,1,441814
2012-11-09,2012,11,09,2012-11-09,43.3,25.8,1016.1,9.8,30.9,43.9,53.1,36.0,0.17,3.9,0,530408
2012-09-24,2012,09,24,2012-09-24,59.0,40.4,1020.0,10.0,12.0,20.0,66.2,53.1,0.0,999.9,0,420333
2012-10-07,2012,10,07,2012-10-07,52.5,42.3,1017.4,9.3,16.9,23.9,66.2,48.0,0.04,999.9,0,475409
2012-12-02,2012,12,02,2012-12-02,44.3,41.0,1026.9,3.9,15.0,999.9,53.6,41.0,0.08,999.9,1,484310
2012-11-19,2012,11,19,2012-11-19,43.0,34.8,1032.3,10.0,16.9,22.9,53.6,37.9,0.0,999.9,0,450665
2012-11-21,2012,11,21,2012-11-21,46.5,32.7,1021.7,10.0,16.9,22.0,53.6,41.0,0.0,999.9,0,467989
2012-11-02,2012,11,02,2012-11-02,48.2,36.0,1003.4,10.0,13.0,25.1,53.6,46.0,0.0,999.9,0,321535
2012-01-24,2012,01,24,2012-01-24,49.3,41.6,1015.2,8.2,12.0,19.0,53.6,43.0,0.37,2.0,1,471702
2012-09-18,2012,09,18,2012-09-18,70.6,64.8,1011.8,7.6,19.0,27.0,75.2,57.2,0.11,999.9,1,457179
2013-01-26,2013,01,26,2013-01-26,24.4,16.6,1016.4,8.6,15.9,19.0,28.0,21.9,0.0,999.9,0,557203
2013-02-05,2013,02,05,2013-02-05,28.7,16.6,1014.6,7.8,14.0,18.1,32.0,27.0,0.0,999.9,0,482637
2013-02-18,2013,02,18,2013-02-18,24.6,7.6,1010.5,9.3,28.0,36.9,32.0,19.0,0.0,999.9,0,407104
2013-01-28,2013,01,28,2013-01-28,27.3,10.8,1028.9,8.8,14.0,20.0,32.0,21.9,0.0,999.9,0,450789
2013-01-22,2013,01,22,2013-01-22,26.3,18.1,1011.1,6.5,20.0,26.0,32.0,19.9,0.14,999.9,1,496005
2013-02-10,2013,02,10,2013-02-10,24.7,14.7,1024.4,8.9,25.1,36.9,34.0,21.0,0.06,999.9,0,459612
2013-12-31,2013,12,31,2013-12-31,28.5,16.8,1018.8,9.4,15.0,20.0,34.0,24.8,0.0,999.9,0,467587
2013-12-12,2013,12,12,2013-12-12,28.1,11.3,1022.3,10.0,19.0,26.0,34.0,19.9,0.0,999.9,0,507534
2013-02-21,2013,02,21,2013-02-21,30.6,14.1,1009.7,10.0,21.0,29.9,36.0,28.0,0.03,999.9,0,538079
2013-02-03,2013,02,03,2013-02-03,30.7,24.5,1012.0,8.2,17.1,22.9,36.0,25.0,0.01,999.9,0,472623
2013-11-25,2013,11,25,2013-11-25,27.0,4.4,1025.3,10.0,27.0,39.0,36.0,23.0,0.0,999.9,0,445802
2013-02-19,2013,02,19,2013-02-19,36.7,25.4,1019.0,10.0,15.9,26.0,46.0,30.0,99.99,999.9,0,456383
2013-12-03,2013,12,03,2013-12-03,41.8,38.2,1011.1,10.0,18.1,24.1,46.0,39.0,0.0,999.9,0,463782
2013-01-09,2013,01,09,2013-01-09,39.9,37.6,1026.2,6.8,11.1,999.9,46.0,28.0,0.0,999.9,1,457471
2013-11-21,2013,11,21,2013-11-21,39.0,26.7,1035.0,10.0,9.9,999.9,48.0,30.9,0.0,999.9,0,497944
2013-12-19,2013,12,19,2013-12-19,39.1,27.5,1018.9,10.0,20.0,27.0,48.0,27.0,0.0,999.9,0,496031
2013-02-11,2013,02,11,2013-02-11,36.4,32.0,1022.1,7.6,21.0,28.9,48.0,24.1,0.0,999.9,0,458947
2013-04-07,2013,04,07,2013-04-07,39.7,28.6,1025.8,10.0,17.1,999.9,48.0,26.1,0.0,999.9,0,461165
2013-01-08,2013,01,08,2013-01-08,39.8,34.1,1028.8,9.8,17.1,25.1,48.0,25.0,0.0,999.9,0,441778
2013-04-05,2013,04,05,2013-04-05,42.9,38.5,1014.7,8.7,17.1,22.0,48.0,39.0,0.01,999.9,0,554436
2013-01-10,2013,01,10,2013-01-10,43.5,30.4,1024.0,9.9,21.0,32.1,48.0,36.0,0.0,999.9,0,487949
2013-12-29,2013,12,29,2013-12-29,43.2,40.6,1016.7,6.9,24.1,32.1,50.0,27.0,0.0,999.9,0,407235
2013-03-12,2013,03,12,2013-03-12,46.0,43.9,1018.9,7.5,17.1,26.0,50.0,41.0,0.0,999.9,0,494922
2013-11-26,2013,11,26,2013-11-26,44.4,33.4,1026.6,10.0,19.0,26.0,50.0,23.0,0.0,999.9,0,438122
2013-11-05,2013,11,05,2013-11-05,43.5,30.4,1037.8,10.0,7.0,999.9,50.0,37.9,0.0,999.9,0,467510
2013-03-13,2013,03,13,2013-03-13,46.3,41.1,1007.6,7.1,19.0,26.0,50.0,41.0,0.54,999.9,0,514843
2013-12-01,2013,12,01,2013-12-01,43.1,35.0,1026.2,9.8,14.0,999.9,50.0,25.0,0.0,999.9,0,398089
2013-12-28,2013,12,28,2013-12-28,39.3,29.8,1022.2,9.9,18.1,24.1,50.0,27.0,0.0,999.9,0,391307
2013-03-28,2013,03,28,2013-03-28,42.5,34.5,1011.7,9.9,21.0,25.1,50.0,37.9,0.02,999.9,0,512225
2013-12-02,2013,12,02,2013-12-02,44.0,42.1,1014.2,7.0,11.1,999.9,50.0,39.0,0.07,999.9,1,427094
2013-11-14,2013,11,14,2013-11-14,42.8,27.4,1021.3,10.0,22.0,28.9,50.0,30.0,0.0,999.9,0,506377
2013-03-27,2013,03,27,2013-03-27,41.7,30.3,1008.3,10.0,15.9,22.9,50.0,34.0,0.01,999.9,0,486853
2013-04-22,2013,04,22,2013-04-22,43.0,29.8,1037.8,10.0,20.0,25.1,50.0,34.0,0.0,999.9,0,457622
2013-01-20,2013,01,20,2013-01-20,46.3,41.2,1010.0,7.0,20.0,26.0,50.0,43.0,0.0,999.9,0,459393
2013-12-20,2013,12,20,2013-12-20,42.5,37.5,1019.0,8.3,12.0,999.9,52.0,32.0,0.0,999.9,0,520424
2013-11-24,2013,11,24,2013-11-24,30.5,9.2,1011.1,10.0,28.0,47.0,52.0,26.1,0.01,999.9,0,498122
2013-04-24,2013,04,24,2013-04-24,47.5,43.6,1012.9,7.0,28.0,36.9,52.0,44.6,1.77,999.9,0,500551
2013-11-20,2013,11,20,2013-11-20,38.0,21.5,1028.8,10.0,17.1,25.1,52.0,34.0,0.0,999.9,0,493407
2013-12-21,2013,12,21,2013-12-21,47.6,45.6,1016.3,5.5,14.0,999.9,52.0,32.0,0.0,999.9,0,478717
2013-04-11,2013,04,11,2013-04-11,46.2,41.0,1013.7,6.6,19.0,26.0,52.0,42.8,0.06,999.9,1,525206
2013-03-30,2013,03,30,2013-03-30,44.5,35.1,1017.4,10.0,13.0,17.1,52.0,37.9,0.02,999.9,0,504537
2013-12-30,2013,12,30,2013-12-30,42.5,36.9,1008.3,8.8,25.1,34.0,54.0,35.1,0.75,999.9,0,405705
2013-04-10,2013,04,10,2013-04-10,46.5,42.0,1014.1,7.6,15.9,17.1,54.0,41.0,0.12,999.9,1,503211
2013-11-22,2013,11,22,2013-11-22,46.2,41.9,1024.5,9.4,18.1,25.1,54.0,30.9,0.0,999.9,0,524547
2013-10-25,2013,10,25,2013-10-25,48.0,30.2,1015.2,10.0,13.0,21.0,54.0,43.0,0.0,999.9,0,530999
2013-01-31,2013,01,31,2013-01-31,46.5,40.3,995.5,5.9,28.0,39.0,54.0,39.0,0.02,999.9,1,531161
